transcript	SRR1976948	SRR1977249
k99_11449	29.7775	10.0835
k99_11450	9.98509	39.678
k99_11460	177.786	2558.18
k99_11461	41.1049	17.4406
k99_11464	17.8934	18.5973
k99_11466	22.0151	9.44959
k99_11469	411.377	371.019
k99_11477	16.9141	4.17611
k99_11483	19.1443	10.2782
k99_11488	180.851	2680.4
k99_11494	9.40047	18.944
k99_11497	19.2547	12.6885
k99_11499	6.8241	13.7797
k99_11505	14.9297	4.27225
k99_11517	15.8005	4.12385
k99_11523	76.5463	100.905
k99_11524	16.4383	6.48019
k99_11540	43.5102	18.8256
k99_11543	24.635	10.6342
k99_11544	408.88	376.023
k99_11562	454.186	408.126
k99_11563	135.541	134.432
k99_11565	213.613	192.258
k99_11569	20.5047	5.57679
k99_11580	9.10515	14.0042
k99_11585	20.8973	2.10225
k99_11587	3.18802	4.76953
k99_11588	7.49412	4.47837
k99_11591	1009.89	428.486
k99_11596	148.966	158.287
k99_11598	162.328	139.765
k99_11602	44.8579	17.1661
k99_11620	96.9933	101.444
k99_11623	12.4255	0.0
k99_11636	12.1402	14.0042
k99_11642	9.28943	2.47983
k99_11655	13.1083	1.44668
k99_11657	34.577	22.6735
k99_11662	668.599	14.8153
k99_11666	34.321	30.1643
k99_11671	482.511	84.0431
k99_11678	18.8913	0.0
k99_11684	1888.23	553.962
k99_11689	11.35	1.06369
k99_11690	12.5139	1.83814
k99_11692	16.9452	8.98965
k99_11699	15.1941	7.21543
k99_11702	11.1895	1.41323
k99_11714	12.2929	0.853884
k99_11716	130.598	118.584
k99_11719	235.832	180.596
k99_11720	2.74191	0.0
k99_11721	20.6088	0.0
k99_11730	4211.51	2191.67
k99_11732	153.088	155.806
k99_11739	144.514	131.782
k99_11744	24.2277	5.994
k99_11755	12.9026	8.74471
k99_11756	3457.63	1523.96
k99_11758	19.5753	1.96433
k99_11759	7.04698	13.4382
k99_11761	10.8352	2.12429
k99_11766	9.64461	1.35234
k99_11775	5.26424	13.384
k99_11778	24.8276	7.03496
k99_11780	16.0426	9.0256
k99_11782	7.30871	0.0
k99_11783	11.7406	1.19299
k99_11788	8.48699	0.98995
k99_11790	12.3657	0.346062
k99_11794	10.6675	7.0016
k99_11796	31.3181	12.1753
k99_11798	203.506	197.321
k99_11802	0.225775	37.4744
k99_11804	37.7828	17.7541
k99_11812	161.156	131.841
k99_11818	46.2907	20.8471
k99_11825	13.9391	8.50621
k99_11826	0.550881	30.7938
k99_11829	4000.31	1802.12
k99_11840	0.0	37.2898
k99_11842	0.0	4.70651
k99_11843	34.0186	42.0496
k99_11849	17.6824	17.9237
k99_11861	12.9389	2.56996
k99_11865	42.4558	18.1858
k99_11868	16.0211	8.69755
k99_11874	20.3962	0.0
k99_11889	228.864	225.646
k99_11894	470.49	652.806
k99_11895	28.013	13.479
k99_11910	33.5281	10.1928
k99_11911	155.085	138.472
k99_11913	190.373	198.346
k99_11917	139.033	113.906
k99_11922	16.2105	8.14414
k99_11925	240.82	287.788
k99_11926	8.47142	5.58421
k99_11956	8.84826	1.5503
k99_11957	7.49394	2.4565
k99_11959	11.6067	8.43695
k99_11961	10.8336	7.23862
k99_11963	9.18404	15.9155
k99_11965	12.061	9.2716
k99_11968	229.922	2786.01
k99_11970	18.7274	9.8459
k99_11971	29.361	19.0604
k99_11978	21.2059	6.70199
k99_11979	39.8949	15.5591
k99_12001	39.0862	17.6818
k99_12003	9.25158	0.0
k99_12008	13.8308	0.799152
k99_12013	38.8749	15.7136
k99_12032	10243.0	4957.28
k99_12037	0.0	35.0243
k99_12038	0.545267	38.8699
k99_12043	156.427	112.363
k99_12051	10.3091	1.26348
k99_12057	168.127	142.924
k99_12058	11.4212	2.64834
k99_12059	10.8018	25.3845
k99_12072	11.6301	0.862998
k99_12073	10.2995	1.30797
k99_12090	8.28368	1.43733
k99_12093	16.2566	0.0
k99_12096	16.5738	8.43779
k99_12102	145.055	145.642
k99_12108	16.3253	4.10186
k99_12111	8.98056	1.69154
k99_12112	8.97663	1.25996
k99_12117	365.946	4955.88
k99_12122	21.6052	17.4651
k99_12123	17.221	0.0
k99_12126	9.82084	2.64675
k99_12128	16.1171	12.4857
k99_12131	20.0088	1.71885
k99_12141	19.9595	8.99052
k99_12142	14.4983	6.12479
k99_12147	9.36369	2.29738
k99_12150	11.9051	1.65385
k99_12157	12.535	1.81215
k99_12165	3.51868	10.7073
k99_12175	23.5739	12.7058
k99_12180	61.1163	25.4523
k99_12189	10.9071	8.3916
k99_12194	8.67686	5.91398
k99_12204	11.7006	1.77893
k99_12205	23.4791	11.046
k99_12209	18.4527	15.7786
k99_12216	15.116	1.39313
k99_12223	5.75885	5.02286
k99_12238	28.5021	24.5513
k99_12239	4.64525	7.04228
k99_12243	19.067	10.9233
k99_12244	0.364757	40.0181
k99_12247	10.2285	1.20569
k99_12249	12.7258	10.1078
k99_12252	10.8721	1.68371
k99_12260	7.02277	14.1125
k99_12263	16.305	6.50863
k99_12266	148.441	2204.21
k99_12271	6.05044	11.8623
k99_12278	52.3266	67.8633
k99_12296	226.074	265.509
k99_12300	349.149	377.99
k99_12305	10.592	1.77028
k99_12315	44.8865	15.3964
k99_12318	13.5609	18.0106
k99_12322	163.104	164.13
k99_12325	0.306325	34.8606
k99_12331	10.878	8.31152
k99_12335	13.6464	3.85681
k99_12336	86.9946	29.5686
k99_12338	8.64895	2.45232
k99_12352	5108.19	2331.46
k99_12360	54.0744	25.1013
k99_12361	2081.88	412.886
k99_12365	621.624	320.482
k99_12367	17.6647	25.7844
k99_12377	43.9402	15.7076
k99_12379	9.06954	16.4416
k99_12384	32.0506	18.4513
k99_12386	16.3442	10.9771
k99_12413	11.9312	5.86963
k99_12430	213.625	206.15
k99_12432	11.1641	1.56491
k99_12435	17.132	7.34721
k99_12440	11.519	1.32728
k99_12442	11.4776	1.80501
k99_12449	13.2265	1.32348
k99_12452	24.3828	39.1982
k99_12453	18.5229	15.2791
k99_12482	6.97793	6.86196
k99_12484	146.464	127.647
k99_12490	24.6558	21.6525
k99_12494	307.444	169.827
k99_12498	13.9848	1.21214
k99_12499	252.579	144.029
k99_12501	18.883	8.71474
k99_12507	11.4845	0.0
k99_12509	16.6324	11.4133
k99_12512	302.603	159.65
k99_12532	9.70111	3.60921
k99_12533	11.2798	11.0671
k99_12543	15.117	7.36823
k99_12546	80.0919	78.2736
k99_12550	201.319	173.159
k99_12559	9.37018	6.65116
k99_12562	5.17026	2.7723
k99_12573	32.9378	17.0468
k99_12580	134.328	10.4749
k99_12603	391.563	160.126
k99_12605	12.3594	5.73568
k99_12612	6919.71	2522.13
k99_12617	44.1652	18.0816
k99_12619	17.2477	4.89021
k99_12620	12.3917	1.84353
k99_12623	173.121	171.22
k99_12625	154.118	142.136
k99_12629	15.3957	9.95508
k99_12633	143.64	134.031
k99_12634	17.3989	39.6027
k99_12635	12.2697	2.72109
k99_12644	34.9783	4.40443
k99_12647	7.84422	3.42573
k99_12654	8.80631	1.44316
k99_12671	446.74	527.754
k99_12673	101.018	67.8259
k99_12675	180.765	148.673
k99_12677	2.68703	0.0
k99_12680	294.196	5133.76
k99_12704	0.27286	37.2652
k99_12712	16.3507	6.94821
k99_12714	0.0	7.39621
k99_12719	12.029	1.77661
k99_12729	10.6313	1.33438
k99_12745	54.1764	25.4501
k99_12756	74.7615	23.1238
k99_12757	100.225	129.75
k99_12758	3843.97	1587.81
k99_12759	10.3635	0.970541
k99_12764	22.1678	15.3336
k99_12766	0.0	60.0102
k99_12772	10.2083	8.57761
k99_12775	13.9967	6.90577
k99_12788	171.285	152.543
k99_12789	13.1217	1.3112
k99_12790	946.454	656.513
k99_12792	25.307	12.2988
k99_12793	24.2468	2.45553
k99_12795	46.9495	18.7236
k99_12799	4.45705	8.99151
k99_12805	9.07869	1.06955
k99_12806	8.17465	2.676
k99_12807	1663.63	471.228
k99_12810	785.055	223.479
k99_12816	0.401237	21.7351
k99_12830	172.16	153.354
k99_12831	1927.6	484.188
k99_12840	332.277	257.057
k99_12848	8.8762	0.729557
k99_12854	15.2154	13.5754
k99_12860	6.94951	4.68195
k99_12877	25.3412	115.973
k99_12884	394.104	20.1969
k99_12891	255.696	3946.19
k99_12902	0.312631	36.9903
k99_12906	777.642	503.926
k99_12923	39.3598	34.2475
k99_12924	11.4546	9.99001
k99_12955	7.36311	9.78841
k99_12962	338.596	283.859
k99_12965	9.64078	3.3065
k99_12967	32.8058	17.9071
k99_12975	1049.16	707.37
k99_12976	12.4042	1.83588
k99_12978	14.3893	17.2951
k99_12988	0.0	7.06172
k99_12994	43.5615	19.7645
k99_13009	287.397	115.162
k99_13019	16.3882	2.36697
k99_13027	74.963	20.6303
k99_13029	4393.58	1881.06
k99_13030	0.0	61.2293
k99_13032	14.5047	15.3028
k99_13035	33.1606	13.5952
k99_13048	136.641	2211.14
k99_13066	211.706	201.889
k99_13068	0.153513	35.1755
k99_13081	47.8535	923.213
k99_13092	176.642	180.818
k99_13097	37.3394	16.3618
k99_13108	224.118	264.942
k99_13114	10.1186	2.7279
k99_13116	36.4283	59.8915
k99_13117	26.3686	18.6961
k99_13121	102.589	78.9449
k99_13127	8.4889	2.88916
k99_13129	13.3011	0.0
k99_13132	11.7682	4.76036
k99_13133	13.5197	1.42963
k99_13136	18.0501	33.2818
k99_13137	0.0	45.9951
k99_13138	23.4716	7.80001
k99_13146	6.87727	4.63094
k99_13148	230.858	81.2761
k99_13152	20.5836	7.07098
k99_13169	12.3045	2.31945
k99_13172	18.0578	18.2245
k99_13179	143.189	119.28
k99_13183	11.5742	8.04232
k99_13184	2792.31	1157.11
k99_13185	161.27	143.843
k99_13191	42.6775	17.264
k99_13195	14.1569	0.411027
k99_13209	30.484	14.3758
k99_13213	11.4537	1.16952
k99_13226	17.4417	13.7498
k99_13233	18.0846	5.5336
k99_13236	1.04658	39.1209
k99_13243	16.317	4.26914
k99_13248	375.86	160.459
k99_13254	160.325	2244.55
k99_13256	176.026	182.316
k99_13258	13.4392	6.35799
k99_13263	27.0482	16.6275
k99_13280	12.795	6.32356
k99_13282	124.581	131.64
k99_13283	0.0	49.1333
k99_13284	11.8087	22.3479
k99_13285	19.8467	8.22115
k99_13290	5.47203	13.9409
k99_13291	1134.04	302.148
k99_13292	59.166	19.214
k99_13294	19.8463	4.26184
k99_13299	9.57222	0.673905
k99_13302	23.2863	9.73579
k99_13314	13.1359	5.05925
k99_13316	12.6799	0.0
k99_13321	21.4826	12.9284
k99_13324	43.3435	15.8905
k99_13337	13.8473	1.05483
k99_13342	8.72037	0.316924
k99_13345	6.33083	3.12408
k99_13346	163.47	161.031
k99_13350	275.762	2496.77
k99_13355	10.4162	2.13229
k99_13358	23.5142	105.868
k99_13367	9.68494	5.28201
k99_13372	142.358	121.792
k99_13379	25.4667	14.4458
k99_13391	104.104	605.774
k99_13394	23.6084	9.76742
k99_13397	50.343	24.1505
k99_13410	4.7151	9.97005
k99_13411	4941.76	1987.44
k99_13418	5136.27	2254.92
k99_13423	176.918	129.543
k99_13428	7.23162	0.0
k99_13435	12.4755	2.79926
k99_13451	0.330515	46.3822
k99_13454	4734.44	2312.46
k99_13463	112.847	612.374
k99_13464	6.53521	4.39061
k99_13493	67.6599	15.7786
k99_13494	5.25342	8.32239
k99_13496	13.8911	2.31003
k99_13497	94.278	98.0678
k99_13501	12.288	1.30102
k99_13505	30.7877	14.6325
k99_13513	8.578	0.989404
k99_13537	84.2799	1834.59
k99_13538	10.7568	0.0
k99_13542	11.8994	2.01534
k99_13549	221.656	218.471
k99_13551	12.1392	8.46422
k99_13552	88.2552	109.298
k99_13557	0.286138	36.1022
k99_13572	14.0714	2.47112
k99_13573	31.5093	19.2534
k99_13576	17.6858	0.0
k99_13582	151.409	139.457
k99_13584	25.0287	7.8381
k99_13592	44.3734	18.7946
k99_13595	15.4716	21.2057
k99_13596	14.6518	2.78781
k99_13604	20.8349	11.3243
k99_13609	18.7628	14.6791
k99_13613	92.1757	1468.15
k99_13615	77.9555	1384.66
k99_13616	17.6647	9.02454
k99_13617	16.9616	23.3311
k99_13620	14.7278	6.21324
k99_13627	21.441	27.8901
k99_13633	0.556537	43.8144
k99_13645	12.6573	0.593474
k99_13649	13.3212	7.91844
k99_13650	8.3663	1.56517
k99_13652	14.5445	2.14187
k99_13654	7135.28	3033.53
k99_13658	114.247	1767.85
k99_13671	13.2442	1.4872
k99_13687	9.69791	1.98451
k99_13699	866.097	335.988
k99_13705	10.9789	1.07788
k99_13710	31.3718	53.3407
k99_13714	959.229	366.707
k99_13716	11.4341	9.55296
k99_13718	15.2434	8.50284
k99_13726	15.1909	7.90353
k99_13740	11.8065	1.5655
k99_13743	11.4567	1.30944
k99_13755	17.4816	16.5653
k99_13760	22.1704	10.0343
k99_13763	14.2186	12.7679
k99_13764	2.37261	4.80065
k99_13772	15.4813	2.23011
k99_13782	161.694	130.624
k99_13787	5.91515	2.42352
k99_13793	4633.56	1980.58
k99_13797	14.1555	12.5241
k99_13800	14.4519	9.13601
k99_13805	7147.04	3548.19
k99_13807	6308.73	2898.43
k99_13808	44.9817	52.5979
k99_13811	11.4606	5.85527
k99_13818	29.5712	16.5011
k99_13829	10.5002	1.10465
k99_13846	10.648	3.67801
k99_13848	10.8876	3.76672
k99_13849	5.32642	13.551
k99_13851	18.4431	10.6926
k99_13853	80.0225	1439.02
k99_13854	6.53022	2.15623
k99_13863	11.8039	7.52904
k99_13883	7.39298	2.01729
k99_13884	11.8955	3.25591
k99_13892	120.295	2146.76
k99_13897	153.716	128.988
k99_13905	27.2513	10.6124
k99_13916	15.1617	9.47513
k99_13919	12.0906	0.0
k99_13934	24.7612	16.5186
k99_13935	24.8243	10.807
k99_13936	10.259	7.55977
k99_13940	163.158	166.242
k99_13941	6.87512	5.94217
k99_13942	19.9586	8.71717
k99_13944	304.546	360.661
k99_13968	12.7086	1.34849
k99_13978	7.45524	2.20612
k99_13982	22.4051	15.4702
k99_13991	0.0724475	40.1842
k99_13995	20.0501	1.94659
k99_13998	171.584	150.138
k99_14003	7.77383	5.11946
k99_14004	6.31974	0.0
k99_14016	10.4415	1.57781
k99_14029	8.67015	0.0
k99_14032	13.7903	9.28718
k99_14035	138.881	148.909
k99_14042	12.8848	0.632159
k99_14065	33.6434	17.1661
k99_14072	13.1533	2.4049
k99_14073	18.2318	11.752
k99_14075	0.342551	38.2477
k99_14085	188.646	168.031
k99_14087	260.054	202.442
k99_14088	0.0	48.9808
k99_14098	126.962	111.975
k99_14099	0.350464	38.6182
k99_14100	85.5974	1607.14
k99_14101	7.29616	3.37355
k99_14116	13.7859	1.11183
k99_14138	231.502	198.109
k99_14156	8.95409	12.2971
k99_14159	21.9178	7.34776
k99_14169	0.185194	38.779
k99_14172	10.8073	7.47346
k99_14174	39.3265	13.3903
k99_14175	1093.01	475.143
k99_14179	316.216	268.563
k99_14187	16.9582	6.42615
k99_14192	11.5181	18.2698
k99_14196	501.843	242.968
k99_14203	23.124	8.52562
k99_14204	345.012	289.915
k99_14205	21.0459	9.75014
k99_14206	201.756	3031.12
k99_14208	23.0202	23.1545
k99_14217	43.3913	39.6881
k99_14218	145.439	116.903
k99_14223	367.338	286.165
k99_14225	8.56791	5.07772
k99_14236	40.7751	16.9653
k99_14238	14.271	0.0
k99_14249	164.689	157.634
k99_14252	21.3732	11.2158
k99_14270	25.6847	11.8021
k99_14271	0.0	7.87707
k99_14272	200.815	170.84
k99_14284	0.0	18.423
k99_14285	296.953	207.476
k99_14286	311.37	4692.22
k99_14288	0.0	20.8239
k99_14291	16.5765	13.675
k99_14292	10.6388	1.23276
k99_14298	226.498	222.831
k99_14299	7.50315	1.57662
k99_14303	21.5027	11.8314
k99_14305	0.0	33.8489
k99_14309	11.3924	0.414536
k99_14312	30.0843	14.4694
k99_14325	0.700783	35.5214
k99_14332	16.9511	6.77332
k99_14340	42.1873	18.4167
k99_14342	0.0	47.7542
k99_14346	9.9932	2.28833
k99_14347	167.092	147.377
k99_14360	208.419	183.352
k99_14361	18.1928	9.74936
k99_14365	2328.09	1381.18
k99_14383	55.8868	976.177
k99_14386	34.1094	16.2493
k99_14392	0.0	54.4413
k99_14411	44.3448	19.3992
k99_14414	15.1948	11.8649
k99_14418	296.974	0.869366
k99_14422	12.4298	4.4772
k99_14423	3.11811	3.10835
k99_14451	33.8125	14.0939
k99_14461	130.022	2084.62
k99_14464	259.733	191.555
k99_14465	12.7347	2.64202
k99_14495	10.9221	5.3825
k99_14496	31.2199	15.8658
k99_14498	65.966	50.8724
k99_14508	20.0561	11.7105
k99_14521	29.1205	10.7934
k99_14533	156.257	149.961
k99_14541	45.7812	16.8666
k99_14542	16.5314	16.4366
k99_14543	20.9221	11.3741
k99_14552	8.2348	1.26156
k99_14555	10.8909	1.55943
k99_14558	30.6095	44.0668
k99_14561	1598.73	547.272
k99_14576	18.1565	5.7658
k99_14584	25.8903	14.5307
k99_14597	22.1867	34.4915
k99_14601	7.18011	1.00886
k99_14616	44.6902	34.0045
k99_14620	12.8721	3.21037
k99_14639	222.37	196.817
k99_14654	23.0464	14.4081
k99_14662	13.2227	1.00035
k99_14671	10.909	1.74315
k99_14673	295.87	369.552
k99_14680	160.705	121.751
k99_14682	30.1204	19.0506
k99_14684	17.7697	9.76676
k99_14688	10.8082	1.2278
k99_14690	11.9473	1.6258
k99_14693	141.124	145.519
k99_14694	11.6543	0.0
k99_14717	28.7272	10.0175
k99_14729	145.518	2138.22
k99_14730	25.9192	20.168
k99_14731	8.45948	1.43065
k99_14746	7.83807	0.0
k99_14756	118.562	1882.85
k99_14779	28.449	13.9813
k99_14780	30.5208	13.6552
k99_14781	87.1441	1693.25
k99_14786	68.6182	20.5711
k99_14788	129.579	103.566
k99_14789	37.2903	13.0322
k99_14791	9.87699	3.39306
k99_14803	0.561067	39.0689
k99_14809	10.4389	1.02355
k99_14832	170.535	144.124
k99_14836	10.3804	4.57373
k99_14848	16.6557	0.0
k99_14852	50.9522	9.78158
k99_14860	22.403	12.3528
k99_14867	8.26605	5.18896
k99_14868	16.5287	18.7334
k99_14877	11.0544	4.55072
k99_14889	4.06275	4.25056
k99_14909	1139.61	323.22
k99_14912	33.2245	10.2127
k99_14922	10.0292	1.19231
k99_14931	11.8556	0.901404
k99_14933	122.043	2082.65
k99_14934	10.4507	2.05834
k99_14938	21.8289	1.9924
k99_14940	7.62678	3.97146
k99_14945	13.9731	1.14041
k99_14947	6855.55	3127.54
k99_14948	18.4393	8.74364
k99_14951	53.1305	27.0264
k99_14953	9.72051	1.17139
k99_14958	16.3188	7.59101
k99_14960	4555.77	2020.16
k99_14977	15.0271	3.07991
k99_14981	8.97235	14.3647
k99_14982	11.6108	2.29134
k99_14985	15.8818	0.0
k99_14996	17.5052	5.25091
k99_14998	158.012	148.707
k99_15014	47.9405	22.6882
k99_15030	10.1106	6.73227
k99_15047	10.4453	3.04563
k99_15051	11.6807	6.66499
k99_15052	0.0	40.0353
k99_15054	26.4259	9.11422
k99_15061	4.7517	2.67607
k99_15067	8.61048	4.52179
k99_15082	4655.53	1869.49
k99_15095	14.3615	3.7541
k99_15107	180.327	176.372
k99_15111	9.42712	0.715108
k99_15112	14.1965	6.60138
k99_15125	562.337	308.883
k99_15132	7.45199	0.0
k99_15133	13.5092	0.604711
k99_15139	22.0988	6.84112
k99_15148	562.735	323.842
k99_15153	223.199	212.902
k99_15154	26.8312	4.84032
k99_15158	0.0	12.6995
k99_15160	159.48	144.147
k99_15169	725.527	641.674
k99_15176	16.5744	15.0088
k99_15178	213.072	244.12
k99_15180	22.4359	27.8728
k99_15187	16.2121	14.5589
k99_15195	563.572	193.754
k99_15202	156.976	9.16651
k99_15204	26.1167	102.347
k99_15212	27.5627	29.879
k99_15224	47.0779	32.6976
k99_15230	34.6013	20.5818
k99_15243	18.7096	7.92342
k99_15255	19.9893	11.3327
k99_15261	9.85324	2.66775
k99_15266	93.1599	1468.61
k99_15281	215.718	202.33
k99_15282	432.798	406.522
k99_15284	53.0166	21.4135
k99_15285	47.8556	29.4906
k99_15292	13.9044	6.15917
k99_15295	0.0	41.1159
k99_15304	24.2588	20.3111
k99_15326	17.9634	5.49037
k99_15327	86.8372	41.0635
k99_15333	32.3163	11.9628
k99_15340	2.40129	5.95495
k99_15351	8.58019	1.20253
k99_15363	19.8983	4.24205
k99_15364	96.4228	1896.84
k99_15365	22.6312	12.1844
k99_15369	11.5337	7.0133
k99_15370	13.8371	1.06189
k99_15377	59.5833	20.1828
k99_15381	12.4364	2.03878
k99_15390	14.4204	2.07116
k99_15397	47.4948	40.5667
k99_15400	13.9805	21.1134
k99_15402	2.379	4.8142
k99_15403	33.8616	3.49712
k99_15408	187.277	195.759
k99_15409	188.41	4004.89
k99_15415	10.4905	1.28578
k99_15417	5.44012	3.63021
k99_15422	0.0	71.4594
k99_15428	15.5667	0.952026
k99_15429	7.80954	9.34249
k99_15430	36.9667	11.6727
k99_15431	60.7531	18.1095
k99_15434	10.195	1.54953
k99_15439	10.2664	1.40422
k99_15444	347.532	330.768
k99_15445	71.5663	23.7565
k99_15459	11.1136	3.86466
k99_15464	9.92223	5.97721
k99_15485	0.0	14.5209
k99_15497	292.655	317.024
k99_15501	91.8298	75.8844
k99_15502	10.5352	11.5236
k99_15505	152.672	143.725
k99_15511	17.0384	3.79517
k99_15530	132.535	1754.16
k99_15542	12.3076	5.66377
k99_15546	42.4245	11.9102
k99_15550	0.0	0.0
k99_15551	3498.16	1736.43
k99_15555	8.76927	5.33306
k99_15559	0.0	0.0
k99_15562	0.0	48.809
k99_15570	4.14662	4.34439
k99_15582	24.6624	105.144
k99_15587	0.0	10.1807
k99_15593	1.25646	48.1402
k99_15594	12.8347	1.38302
k99_15599	22.987	6.30675
k99_15600	9.77179	1.1071
k99_15601	21.7559	0.0
k99_15608	41.3236	16.2523
k99_15610	7.5301	1.58755
k99_15613	162.818	146.892
k99_15615	6.25509	10.0306
k99_15616	20.2179	4.43185
k99_15619	283.527	316.649
k99_15621	12.7545	13.3835
k99_15630	23.2881	3.43165
k99_15631	23.8779	11.842
k99_15645	26.0914	43.1782
k99_15646	66.6858	17.9354
k99_15649	0.0	38.1863
k99_15662	3.76904	230.021
k99_15670	4167.55	1638.7
k99_15675	28.5906	9.80487
k99_15684	151.163	150.292
k99_15685	35.7666	23.6502
k99_15693	11.9051	3.04849
k99_15706	10.9095	1.91319
k99_15713	8.29117	1.74917
k99_15714	10.2113	1.90668
k99_15715	25.5539	17.3764
k99_15721	30.523	32.0828
k99_15724	8.39763	4.40227
k99_15726	10.3127	0.940386
k99_15733	2817.88	1120.6
k99_15736	15.6344	7.07009
k99_15737	11.6848	2.00863
k99_15738	29.3096	12.5638
k99_15741	37.5126	21.1433
k99_15744	150.382	2003.16
k99_15747	8.94659	11.6894
k99_15750	1873.76	817.743
k99_15769	84.4536	67.3679
k99_15771	10.3087	2.20241
k99_15775	85.679	31.5338
k99_15788	306.714	266.743
k99_15790	160.051	137.62
k99_15827	5279.85	2369.97
k99_15828	10.5025	12.9295
k99_15835	170.673	124.624
k99_15841	6.09313	1.00504
k99_15850	21.8954	0.0
k99_15853	168.72	139.209
k99_15864	11.9295	8.98278
k99_15871	441.951	488.558
k99_15879	18.85	1.95299
k99_15882	11.3993	1.62386
k99_15884	22.3142	8.68233
k99_15887	9.92447	13.8115
k99_15891	34.652	13.786
k99_15899	6.75437	9.08785
k99_15902	1332.21	586.137
k99_15910	19.3657	0.0
k99_15915	15.8411	2.28421
k99_15924	4183.49	1846.52
k99_15939	17.8592	13.1485
k99_15964	11.6674	1.52773
k99_15968	9.83774	3.89297
k99_15969	18.7561	27.927
k99_15978	192.409	208.738
k99_15983	34.362	15.5708
k99_15992	189.032	178.052
k99_15995	280.956	228.699
k99_16005	2.77462	14.6289
k99_16012	7.53871	7.84449
k99_16024	17.2562	14.686
k99_16049	11.457	10.7767
k99_16052	10.199	5.17792
k99_16053	33.7309	35.3742
k99_16068	39.1783	10.5973
k99_16074	41.6346	18.3454
k99_16078	9.82159	7.84462
k99_16083	7.26745	0.0
k99_16091	3658.25	1338.4
k99_16096	9.84578	4.33497
k99_16107	8.26582	1.54029
k99_16108	11.1285	0.49748
k99_16114	15.3957	12.9047
k99_16119	24.0466	33.4442
k99_16123	9.92185	3.13591
k99_16135	17.2395	8.10939
k99_16136	24.949	16.4236
k99_16143	11.0174	2.32991
k99_16171	19.0221	14.8599
k99_16172	20.0631	3.33918
k99_16176	12.3718	6.42459
k99_16178	7.96277	1.848
k99_16181	10.6115	8.84442
k99_16195	3.03976	8.23195
k99_16196	15.598	2.58194
k99_16199	8.87557	0.967761
k99_16202	10.8137	2.19004
k99_16216	3656.69	1692.62
k99_16218	7.38537	3.87311
k99_16222	10.9441	2.78818
k99_16230	929.575	644.696
k99_16232	54.8665	47.3451
k99_16234	26.913	16.7585
k99_16240	132.103	130.228
k99_16243	10.5269	0.0
k99_16273	9.18636	1.40785
k99_16277	31.3523	34.4328
k99_16287	9.93923	0.927002
k99_16288	12.8635	15.6637
k99_16299	16.3427	1.05726
k99_16318	12.544	4.38282
k99_16321	25.0305	33.3639
k99_16328	182.38	159.038
k99_16332	27.7644	17.7014
k99_16342	188.318	174.607
k99_16347	418.38	394.348
k99_16355	33.2059	7.80285
k99_16358	142.446	130.22
k99_16368	1280.0	953.065
k99_16371	11.9979	4.87705
k99_16372	31.1786	2.42768
k99_16374	116.619	1854.56
k99_16376	389.941	354.064
k99_16383	9.12509	0.59904
k99_16387	14.6961	2.41811
k99_16391	12.0875	12.6696
k99_16402	14.9416	1.83594
k99_16411	11.9995	2.38204
k99_16418	173.177	2863.22
k99_16419	38.1933	16.5891
k99_16426	190.687	164.794
k99_16427	18.6658	4.24865
k99_16437	1961.52	621.544
k99_16443	9.91664	1.19644
k99_16447	8.56166	1.79988
k99_16455	9.06422	0.0
k99_16458	10.0498	3.28915
k99_16466	11.2288	3.51394
k99_16469	10.0083	1.78849
k99_16477	71.4468	51.0308
k99_16485	10.8955	1.19206
k99_16488	36.5055	25.8995
k99_16491	32.2415	16.8551
k99_16507	7.36799	3.82735
k99_16535	4545.53	1893.51
k99_16536	197.754	209.119
k99_16542	262.78	189.13
k99_16545	6.73536	2.67761
k99_16551	42.1212	11.406
k99_16578	650.27	10.7656
k99_16580	214.268	187.608
k99_16593	7.41953	0.664734
k99_16601	7.78244	5.27255
k99_16605	689.485	393.141
k99_16610	0.380893	34.4099
k99_16619	446.995	184.998
k99_16622	9.34658	1.31578
k99_16632	24.5681	9.34136
k99_16641	7.34139	4.20625
k99_16642	6.63485	0.0
k99_16644	202.855	3006.63
k99_16668	24.2152	6.32699
k99_16673	1550.71	545.562
k99_16678	13.4037	1.32759
k99_16679	7.73753	0.0
k99_16690	708.077	238.996
k99_16693	146.967	145.02
k99_16698	11.2331	6.72307
k99_16718	33.1623	12.172
k99_16728	175.573	156.021
k99_16737	0.211529	31.714
k99_16745	29.9222	23.3408
k99_16750	8.70281	0.956428
k99_16763	0.0	49.2523
k99_16806	10.8141	2.50645
k99_16815	8.33234	1.17888
k99_16816	21.7437	16.623
k99_16817	26.5649	5.02332
k99_16833	14.5168	7.53343
k99_16838	4.1126	17.2269
k99_16846	6.65373	3.43165
k99_16849	11.5944	2.09532
k99_16851	28.8164	109.458
k99_16863	3.72791	6.44985
k99_16864	4.91367	2.43792
k99_16867	1.26124	3.75613
k99_16884	27.8973	2.80417
k99_16886	3668.76	1249.46
k99_16887	13.018	0.638723
k99_16891	52.6274	19.873
k99_16904	10.3584	9.04165
k99_16910	596.927	576.52
k99_16920	21.3652	8.26516
k99_16929	7.8073	4.07169
k99_16939	458.428	258.008
k99_16950	113.366	1689.26
k99_16962	6.51618	13.4219
k99_16972	20.9346	5.32093
k99_16974	34.3766	16.0843
