transcript	SRR1976948	SRR1977249
k99_3480	11.8887	6.70575
k99_3482	0.833868	33.0922
k99_3487	9.64115	0.0
k99_3490	3284.89	1458.86
k99_3494	21.8022	18.333
k99_3495	247.495	234.279
k99_3496	51.1565	6.81493
k99_3501	25.2593	11.6007
k99_3507	16.7639	16.5546
k99_3508	28.8702	12.6824
k99_3509	31.2997	34.6202
k99_3510	14.5212	5.74518
k99_3511	299.444	247.644
k99_3513	1504.1	600.245
k99_3514	14.0615	0.0
k99_3520	0.0	70.7103
k99_3521	22.0971	19.3646
k99_3525	301.136	339.789
k99_3526	0.160592	28.7802
k99_3528	147.858	145.4
k99_3538	43.9902	15.4093
k99_3544	22.3422	15.777
k99_3548	12.1528	10.6166
k99_3550	14.2469	6.58655
k99_3551	30.5748	48.5499
k99_3554	14.9937	2.85327
k99_3568	171.726	145.682
k99_3574	27.5999	25.1715
k99_3575	5666.44	2334.03
k99_3585	20.5345	10.587
k99_3586	19.2459	10.1817
k99_3588	153.815	158.175
k99_3589	159.814	2256.82
k99_3593	9.51205	2.24488
k99_3594	17.2584	0.0
k99_3601	40.6924	14.8649
k99_3604	158.591	155.263
k99_3606	141.552	133.356
k99_3607	191.311	215.347
k99_3608	156.477	2147.73
k99_3609	12.2734	20.4419
k99_3610	15.5452	8.49449
k99_3612	17.9738	0.0
k99_3626	30.5513	12.535
k99_3628	55.6766	19.1326
k99_3630	615.438	249.242
k99_3631	48.7017	66.8639
k99_3633	36.7783	15.0071
k99_3634	7.63956	13.4047
k99_3636	39.7739	18.7584
k99_3638	52.1095	9.43407
k99_3639	10.3233	2.02261
k99_3641	19.6465	12.1989
k99_3645	115.107	1672.4
k99_3646	62.2192	739.291
k99_3655	19.1317	0.0
k99_3661	33.9522	16.0393
k99_3662	211.757	200.98
k99_3672	523.33	416.228
k99_3674	13.9053	2.63082
k99_3675	20.4321	12.1252
k99_3676	151.315	133.899
k99_3678	449.418	206.512
k99_3681	161.537	169.565
k99_3685	147.254	1895.92
k99_3695	30.5834	10.5314
k99_3698	22.53	11.15
k99_3700	13.3453	3.04834
k99_3702	37.8384	13.2098
k99_3707	26.1551	7.79412
k99_3713	4128.15	1866.94
k99_3719	7.80174	4.38722
k99_3726	50.7299	13.1917
k99_3734	0.0	46.1757
k99_3735	0.929936	41.3715
k99_3737	18.406	3.68632
k99_3739	19.5343	7.85932
k99_3746	1745.53	815.39
k99_3752	5334.06	2377.68
k99_3753	538.513	304.447
k99_3760	11.4688	4.51545
k99_3762	10.4222	2.046
k99_3769	0.448914	40.1478
k99_3779	12.6413	0.0
k99_3786	156.814	159.479
k99_3789	36.8385	18.1094
k99_3790	43.2996	22.579
k99_3795	292.384	223.306
k99_3799	6.15458	0.0
k99_3802	28.8365	10.9217
k99_3806	8.26	7.16599
k99_3808	11.7334	8.7851
k99_3810	113.839	2029.33
k99_3811	38.3042	19.5173
k99_3814	28.2231	6.36794
k99_3815	23.9121	14.9157
k99_3819	53.9826	21.8307
k99_3820	3353.13	1306.42
k99_3823	13.6165	2.15232
k99_3826	0.0	61.8945
k99_3830	41.8344	11.2363
k99_3834	0.143449	36.7464
k99_3837	10.2221	13.6813
k99_3838	177.138	166.806
k99_3839	21.108	12.4656
k99_3841	116.153	1538.68
k99_3844	13.8805	0.907005
k99_3845	146.611	137.924
k99_3846	6.44994	13.8585
k99_3850	8.54877	1.16871
k99_3851	0.0	98.2779
k99_3854	266.566	256.298
k99_3860	59.3776	16.4647
k99_3863	21.37	0.0
k99_3865	39.011	22.7392
k99_3867	9.68569	1.59351
k99_3871	36.0242	14.4462
k99_3881	162.492	136.266
k99_3882	11.0427	6.76844
k99_3886	38.3557	18.7838
k99_3889	24.2908	9.36049
k99_3891	12.3414	1.73252
k99_3898	75.5797	1227.45
k99_3907	18.7181	10.9086
k99_3911	31.4762	36.9565
k99_3917	0.0	54.4942
k99_3921	216.463	207.869
k99_3927	36.7319	14.3565
k99_3930	0.14821	36.4254
k99_3937	178.259	180.045
k99_3947	11.3227	3.28164
k99_3952	23.3646	17.6392
k99_3963	15.8959	11.8194
k99_3964	29.3967	40.1425
k99_3968	40.997	13.3013
k99_3970	15.0422	9.88327
k99_3971	14.3978	10.0105
k99_3979	17.6704	8.72976
k99_3981	17.174	10.6525
k99_3983	353.034	334.301
k99_3987	11.6027	4.3305
k99_3988	0.0	37.1386
k99_3991	26.9732	10.7968
k99_3995	188.772	191.323
k99_3996	6.42719	0.0
k99_3999	15.7769	7.80423
k99_4000	146.443	135.614
k99_4003	42.7531	14.3216
k99_4008	130.308	131.49
k99_4011	16.6712	11.3917
k99_4018	170.618	187.192
k99_4022	10.4058	0.974527
k99_4025	975.163	639.708
k99_4029	12.5616	1.0364
k99_4030	324.035	333.239
k99_4034	105.083	102.354
k99_4035	9.64078	3.3065
k99_4038	19.4131	8.77504
k99_4044	20.6269	10.3068
k99_4046	11.0106	0.0
k99_4047	147.363	135.725
k99_4049	151.098	157.544
k99_4050	19.4271	12.2463
k99_4053	37.7964	13.9499
k99_4056	11.2411	5.90031
k99_4057	6.74842	0.0
k99_4060	7.01929	0.460002
k99_4067	26.7095	23.2285
k99_4071	28.4713	7.20098
k99_4076	301.258	95.3152
k99_4084	36.8027	15.3526
k99_4091	22.7625	19.6534
k99_4095	20.563	4.30673
k99_4096	144.263	138.438
k99_4101	25.2226	13.8304
k99_4120	37.3089	109.259
k99_4123	165.215	153.028
k99_4124	1542.92	1096.01
k99_4139	21.8202	10.0578
k99_4154	0.138702	38.8373
k99_4158	32.7267	15.0678
k99_4159	23.2979	11.6316
k99_4161	20.212	6.67673
k99_4162	11.8057	10.6294
k99_4165	6.36416	22.2153
k99_4172	119.851	126.699
k99_4175	16.1092	13.5277
k99_4176	34.1283	11.6179
k99_4177	40.4639	8.46422
k99_4182	12.7351	6.61891
k99_4184	28.2089	20.1581
k99_4194	169.611	193.33
k99_4204	0.209961	33.3299
k99_4207	19.6324	9.64936
k99_4208	39.0768	18.2505
k99_4209	198.902	198.063
k99_4210	40.6144	16.3629
k99_4211	21.537	12.5773
k99_4216	33.5384	14.8216
k99_4221	11.9611	1.43578
k99_4225	44.995	20.2834
k99_4231	118.352	109.689
k99_4235	0.326049	40.2964
k99_4238	11.0197	2.08203
k99_4240	161.213	145.246
k99_4241	10.4818	20.9596
k99_4244	32.667	12.4858
k99_4257	14.7525	4.99981
k99_4258	19.8286	10.0419
k99_4260	13.3615	3.05207
k99_4263	180.568	160.9
k99_4266	142.231	121.764
k99_4279	28.3802	13.6436
k99_4285	8.99325	11.3908
k99_4287	0.0	36.9106
k99_4290	14.9498	4.42398
k99_4292	10.6585	3.97161
k99_4296	34.2818	35.8599
k99_4297	12.5746	0.684741
k99_4299	9.06422	0.0
k99_4304	19.9739	20.9696
k99_4305	17.4843	8.0199
k99_4307	16.2905	6.71095
k99_4308	0.0	57.7837
k99_4318	9.00937	1.76892
k99_4319	179.647	165.707
k99_4323	4.37795	8.6091
k99_4324	244.932	286.098
k99_4326	139.061	125.122
k99_4333	105.188	1666.3
k99_4340	419.882	162.884
k99_4341	212.654	176.999
k99_4342	32.63	8.86116
k99_4345	15.3653	30.6035
k99_4347	351.543	324.107
k99_4349	151.958	129.696
k99_4351	14.0374	9.31996
k99_4352	17.3836	2.18961
k99_4355	207.717	183.476
k99_4356	7.35687	1.57735
k99_4359	10.4156	25.5405
k99_4363	3972.63	1763.88
k99_4367	139.092	157.187
k99_4368	45.0031	17.4634
k99_4370	19.7989	10.6554
k99_4373	173.325	194.709
k99_4375	0.0	32.4158
k99_4380	11.1363	11.6808
k99_4385	0.346808	35.7547
k99_4386	143.176	144.459
k99_4387	0.148807	37.4467
k99_4391	202.927	185.399
k99_4392	29.0209	3.31868
k99_4394	187.901	2300.92
k99_4395	261.463	266.444
k99_4397	13.4459	12.3482
k99_4403	15.6199	6.68275
k99_4405	0.975864	4.82661
k99_4409	39.4624	13.127
k99_4412	15.901	9.98532
k99_4418	338.168	252.478
k99_4420	36.0575	18.6139
k99_4422	11.7052	1.93305
k99_4423	22.3948	8.79914
k99_4424	0.582482	26.3762
k99_4425	25.8468	12.7497
k99_4441	19.8275	31.4337
k99_4444	464.79	465.945
k99_4450	14.6621	11.0104
k99_4472	115.459	1515.53
k99_4473	19.8684	12.3961
k99_4474	41.236	17.225
k99_4479	43.4974	19.7837
k99_4480	48.6826	28.4963
k99_4485	19.4832	10.5367
k99_4488	44.4953	15.2013
k99_4490	11.367	4.46882
k99_4492	12.7756	4.45319
k99_4493	20.868	12.1679
k99_4497	20.2893	11.138
k99_4507	0.262208	41.8402
k99_4513	15.445	26.6203
k99_4520	24.5378	8.55972
k99_4523	14.1922	8.69603
k99_4525	24.059	10.9646
k99_4528	8.19929	4.07554
k99_4533	17.8488	1.3533
k99_4536	43.0965	16.1287
k99_4539	169.327	172.86
k99_4545	23.6625	9.57433
k99_4549	13.5565	2.7617
k99_4551	20.0361	30.8157
k99_4560	4885.84	1838.27
k99_4565	176.784	119.647
k99_4569	30.15	11.3309
k99_4574	185.366	171.633
k99_4575	15.4952	15.3527
k99_4579	11.6954	6.40138
k99_4593	16.4086	4.27913
k99_4601	44.5634	20.3784
k99_4608	10.8093	13.1632
k99_4617	17.861	5.10416
k99_4620	16.9639	9.44507
k99_4627	31.5223	16.1508
k99_4630	10.9257	1.1035
k99_4632	0.0	41.0781
k99_4634	3.64992	5.48107
k99_4639	138.169	65.9965
k99_4640	17.7967	9.60588
k99_4641	18.7259	15.0105
k99_4645	32.9997	13.2948
k99_4647	17.9533	4.19987
k99_4650	10.6135	2.06034
k99_4655	125.401	2285.38
k99_4663	34.635	38.0332
k99_4670	284.665	290.658
k99_4677	149.454	165.965
k99_4679	0.497935	45.1547
k99_4680	0.608775	15.5863
k99_4689	136.609	139.58
k99_4691	15.8898	6.09629
k99_4696	14.0745	4.77184
k99_4697	131.953	122.185
k99_4700	22.6679	12.03
k99_4705	35.7805	12.5892
k99_4714	131.707	1872.23
k99_4732	28.2676	17.3556
k99_4734	9.34534	1.14997
k99_4736	212.51	219.842
k99_4741	10.051	0.0
k99_4745	0.0	41.6047
k99_4747	9.62645	0.677755
k99_4749	9.84146	0.967714
k99_4750	21.0435	10.9704
k99_4752	164.258	142.411
k99_4757	482.955	93.7583
k99_4765	0.0	45.3114
k99_4768	21.5716	17.1728
k99_4774	6.25486	3.21229
k99_4776	16.6663	16.4871
k99_4779	106.01	36.2817
k99_4784	11.6619	1.03957
k99_4788	180.315	168.992
k99_4789	822.515	528.489
k99_4802	0.20164	19.7566
k99_4804	0.0	39.5866
k99_4805	34.3741	12.6728
k99_4809	0.303264	38.6761
k99_4810	10.1403	1.67022
k99_4813	50.2893	4.82193
k99_4815	4232.5	1886.74
k99_4824	42.5786	18.6601
k99_4827	111.207	1740.16
k99_4865	11.0228	8.52301
k99_4866	18.0269	10.7956
k99_4867	202.083	3338.43
k99_4869	2159.2	560.783
k99_4872	15.9499	8.93625
k99_4887	302.228	215.868
k99_4894	6.54986	17.2563
k99_4897	14.2024	0.0
k99_4905	11.5558	2.18388
k99_4912	13.1437	1.09987
k99_4918	149.797	2104.81
k99_4927	8.57073	2.84255
k99_4929	62.5668	741.004
k99_4958	8.77698	1.52347
k99_4964	12.0082	0.0
k99_4965	11.5618	0.0
k99_4970	20.5307	14.4745
k99_4980	60.076	15.6245
k99_4984	145.111	131.406
k99_4986	44.3021	17.2492
k99_4992	9.13931	0.0
k99_4995	2975.49	1305.2
k99_4996	40.5797	12.9306
k99_4998	0.358399	37.6464
k99_5001	26.0784	39.3281
k99_5005	172.65	123.017
k99_5006	40.3354	17.2569
k99_5007	135.905	132.637
k99_5013	1601.0	528.571
k99_5014	108.978	34.8806
k99_5016	0.429701	39.3649
k99_5023	902.83	472.079
k99_5024	23.3614	22.0838
k99_5029	17.2472	6.5099
k99_5039	46.0007	14.1211
k99_5041	5281.67	2204.97
k99_5042	31.83	11.2876
k99_5043	0.101152	32.9624
k99_5044	166.403	121.432
k99_5046	5.7108	13.5045
k99_5049	0.226955	34.478
k99_5050	39.5607	14.3957
k99_5052	46.9626	20.2808
k99_5055	11.803	1.00947
k99_5059	18.1787	9.74925
k99_5080	39.4981	11.6755
k99_5082	161.801	2228.19
k99_5085	35.4444	9.45979
k99_5089	24.0459	14.0155
k99_5091	77.8216	21.4395
k99_5092	0.295819	39.0675
k99_5093	0.0	39.379
k99_5098	37.1884	16.2771
k99_5103	45.081	16.7152
k99_5105	14.9296	3.0589
k99_5109	181.332	2313.25
k99_5111	177.571	161.166
k99_5116	150.407	140.11
k99_5117	174.049	154.6
k99_5118	0.786228	39.5715
k99_5119	0.312407	36.7815
k99_5121	8.46449	2.22149
k99_5126	254.408	3771.96
k99_5131	404.992	380.989
k99_5142	0.0	33.0914
k99_5149	19.3456	13.8047
k99_5150	24.8086	8.51857
k99_5160	174.839	2815.38
k99_5163	12.0185	1.71568
k99_5164	32.476	12.8651
k99_5165	173.725	6236.0
k99_5176	12.9896	1.6058
k99_5177	33.2557	12.7376
k99_5192	9.34655	9.87461
k99_5195	9.74034	13.3728
k99_5200	21.4356	9.00299
k99_5201	11.6199	1.23875
k99_5202	146.71	2219.65
k99_5206	9.35821	6.90936
k99_5210	13.2288	8.83352
k99_5215	10.9715	2.08452
k99_5219	196.192	194.357
k99_5221	18.7636	9.42145
k99_5222	0.274019	38.4273
k99_5224	9.75407	1.1495
k99_5228	8.37262	3.60324
k99_5231	13.8342	9.39533
k99_5241	305.527	279.21
k99_5244	19.5406	4.30129
k99_5245	297.849	303.087
k99_5252	32.6365	49.9565
k99_5264	14.4602	2.59051
k99_5267	28.062	106.065
k99_5271	105.564	64.5234
k99_5272	6.9154	8.79068
k99_5284	274.365	292.762
k99_5291	18.6816	19.8898
k99_5293	12.5931	14.6713
k99_5298	42.3392	13.294
k99_5300	223.753	175.033
k99_5301	76.7156	43.3156
k99_5308	0.0	40.0837
k99_5319	10.452	0.893284
k99_5320	7.61859	12.9374
k99_5324	222.66	234.663
k99_5327	16.8805	4.88304
k99_5330	36.2197	11.2181
k99_5331	39.8182	12.6957
k99_5332	137.876	139.292
k99_5334	15.6908	10.4578
k99_5336	23.8681	9.91434
k99_5353	11.6088	1.56167
k99_5355	15.3797	9.00988
k99_5357	177.654	166.824
k99_5361	11.3442	9.16158
k99_5363	19.3657	28.265
k99_5368	164.599	144.341
k99_5370	25.0275	102.539
k99_5371	18.4521	10.9255
k99_5374	11.5286	1.09542
k99_5380	336.452	293.897
k99_5381	8.13399	1.6825
k99_5390	9.69988	21.4072
k99_5392	148.137	166.624
k99_5393	30.9631	7.90639
k99_5395	33.1519	21.0811
k99_5397	16.9838	10.7217
k99_5399	20.9683	11.1963
k99_5403	657.999	456.459
k99_5407	17.4419	1.90545
k99_5408	16.8708	8.05657
k99_5412	28.6399	13.748
k99_5422	4.61618	20.9776
k99_5426	150.475	224.913
k99_5427	13.3527	2.34416
k99_5430	468.147	469.231
k99_5444	11.4937	3.66949
k99_5449	139.833	126.502
k99_5450	1339.54	1402.12
k99_5457	0.222322	37.9122
k99_5460	11.5298	2.51738
k99_5466	99.1532	1738.89
k99_5473	239.786	288.178
k99_5474	14.7111	6.26822
k99_5476	2057.26	932.55
k99_5481	0.470021	39.7944
k99_5485	0.103758	33.2036
k99_5487	87.7074	12.5866
k99_5488	2473.73	1159.63
k99_5489	241.513	197.706
k99_5494	160.788	150.268
k99_5497	284.389	301.205
k99_5499	0.241044	34.9191
k99_5501	158.345	164.845
k99_5510	20.7877	11.4395
k99_5513	13.8954	1.28003
k99_5526	173.384	174.57
k99_5527	0.323345	39.6609
k99_5530	12.7496	1.44651
k99_5533	8.29913	5.44448
k99_5535	22.1673	37.4546
k99_5536	21.3982	13.5292
k99_5541	106.481	43.7483
k99_5542	7.91596	1.66946
k99_5550	16.6184	9.11363
k99_5552	40.4354	18.2241
k99_5561	15.5486	10.0888
k99_5562	255.042	240.066
k99_5566	17.2272	0.0
k99_5567	29.1412	26.4726
k99_5571	111.711	85.156
k99_5583	13.5712	2.046
k99_5589	127.634	1740.81
k99_5590	0.462558	38.0838
k99_5592	16.0602	9.80983
k99_5597	7.29907	2.05137
k99_5598	20.5788	36.2225
k99_5599	23.1658	265.996
k99_5601	82.3292	812.992
k99_5602	413.425	5750.59
k99_5605	8.70939	8.58869
k99_5606	11.6947	7.18053
k99_5607	1936.3	1106.91
k99_5613	0.0	35.2523
k99_5616	11.5724	12.3703
k99_5617	321.04	297.677
k99_5621	13.4687	21.2375
k99_5624	341.028	371.485
k99_5626	150.376	130.77
k99_5652	50.9124	16.7219
k99_5654	4.50347	12.2736
k99_5655	26.5408	9.83802
k99_5656	0.0	56.0262
k99_5660	0.0	38.509
k99_5661	5379.23	2272.66
k99_5668	10.3105	0.0
k99_5670	66.0969	85.3603
k99_5671	17.4224	10.8276
k99_5674	70.5426	57.2445
k99_5677	915.518	597.263
k99_5679	69.3964	1053.57
k99_5681	14.9397	10.1805
k99_5682	0.0	44.8824
k99_5686	17.7959	31.2248
k99_5688	21.8463	3.06094
k99_5697	10.3897	2.73108
k99_5698	0.0	41.5539
k99_5701	7.73346	2.28923
k99_5703	10.9952	13.8837
k99_5704	125.77	119.675
k99_5708	7.93786	4.33356
k99_5713	8.47142	0.930702
k99_5717	11.5233	1.48537
k99_5720	154.127	144.83
k99_5728	493.589	576.334
k99_5732	17.0751	18.8296
k99_5744	19.6202	8.23999
k99_5746	155.694	173.416
k99_5749	36.4053	19.5953
k99_5752	25.6255	23.2661
k99_5766	4.95328	0.980134
k99_5767	5157.61	1934.92
k99_5769	0.512865	36.319
k99_5774	14.0314	7.48087
k99_5779	11.2514	1.0124
k99_5783	249.952	226.733
k99_5785	43.9805	12.292
k99_5789	27.2227	10.7188
k99_5795	44.7368	22.6595
k99_5798	150.336	142.157
k99_5809	350.326	4719.03
k99_5810	20.8842	9.61129
k99_5815	0.26431	37.1537
k99_5818	23.1935	16.0967
k99_5819	23.4021	20.3613
k99_5823	311.941	3.30906
k99_5824	135.127	123.7
k99_5828	199.683	186.394
k99_5832	19.1618	7.3613
k99_5833	40.9307	13.8685
k99_5837	37.8216	15.8865
k99_5841	24.0551	10.7781
k99_5842	38.624	15.447
k99_5843	14.1215	7.34433
k99_5848	21.8184	12.1948
k99_5850	0.699968	286.61
k99_5852	0.0	68.0108
k99_5853	234.831	206.884
k99_5854	15.4157	1.32101
k99_5861	103.636	1717.48
k99_5862	11.4356	1.18525
k99_5869	14.0851	2.02128
k99_5871	148.331	2098.61
k99_5873	14.4573	3.58815
k99_5874	12.8389	5.91797
k99_5875	42.6134	16.7388
k99_5878	7.77533	0.449543
k99_5882	163.379	134.029
k99_5887	33.299	15.0996
k99_5890	25.1138	13.3852
k99_5906	15.0707	9.94215
k99_5911	25.1377	12.7524
k99_5913	0.194396	38.4714
k99_5915	0.177021	37.4528
k99_5916	18.9535	9.0312
k99_5917	119.537	1474.33
k99_5918	248.428	255.03
k99_5921	21.1067	12.3621
k99_5922	197.332	3148.01
k99_5926	11.6426	0.765892
k99_5931	39.887	16.52
k99_5933	31.8429	14.2112
k99_5934	33.8802	18.1857
k99_5940	516.629	420.527
k99_5942	45.6559	13.7595
k99_5945	15.7623	5.48108
k99_5946	45.6066	10.524
k99_5951	10.8851	11.0426
k99_5956	19.6965	10.2202
k99_5966	1088.12	326.604
k99_5968	25.3378	11.2695
k99_5977	22.949	13.4481
k99_5978	9.59613	1.94839
k99_5982	14.2598	2.812
k99_5985	271.959	2653.35
k99_5988	12.2959	7.5505
k99_5991	634.847	284.531
k99_5993	13.9576	5.38272
k99_6005	6.87267	13.462
k99_6008	13.4984	11.6239
k99_6012	0.145595	37.3495
k99_6020	22.6259	4.87969
k99_6025	35.1009	15.3289
k99_6028	1.88857	47.1248
k99_6035	0.390673	34.5525
k99_6036	49.4706	20.0149
k99_6037	40.854	14.3166
k99_6038	4.62084	4.6691
k99_6041	16.1805	10.6841
k99_6044	18.9974	3.26214
k99_6046	13.2364	205.676
k99_6055	28.0743	9.57531
k99_6056	0.487367	39.1769
k99_6057	0.0	39.5766
k99_6060	414.926	430.814
k99_6061	9.8487	4.61024
k99_6062	159.593	150.322
k99_6070	21.7656	15.8153
k99_6071	51.465	18.3245
k99_6075	10.4278	1.28424
k99_6081	0.319187	35.6106
k99_6085	0.0	17.7156
k99_6090	18.8581	10.1609
k99_6094	25.5276	47.607
k99_6101	16.4504	0.0
k99_6104	10.3682	1.57749
k99_6105	18.9648	7.8023
k99_6115	11.1412	0.5457
k99_6116	57.2113	16.249
k99_6117	21.6535	8.33403
k99_6118	22.3719	7.92162
k99_6121	9.23176	0.955466
k99_6122	11.2358	0.945001
k99_6127	11.7777	1.09483
k99_6134	45.9175	19.3788
k99_6135	23.4841	30.8581
k99_6138	21.4628	12.8134
k99_6157	13.0311	0.874264
k99_6171	42.0966	19.0626
k99_6176	1162.39	330.27
k99_6180	1250.91	468.33
k99_6185	33.1082	16.2581
k99_6186	12.1091	1.20133
k99_6188	17.5704	8.13375
k99_6189	153.172	2302.56
k99_6195	0.181988	36.3668
k99_6197	27.2616	10.5939
k99_6199	14.1703	6.75052
k99_6203	9.4944	2.79472
k99_6206	0.220784	37.3125
k99_6210	0.0	18.826
k99_6211	50.176	574.149
k99_6223	26.9919	15.4743
k99_6229	14.4056	2.51071
k99_6235	23.0763	13.6427
k99_6236	19.6264	10.3003
k99_6242	186.261	2278.83
k99_6244	9.84149	4.15816
k99_6245	7.27045	9.66459
k99_6250	11.6849	1.37746
k99_6252	32.3451	22.3422
k99_6255	14.115	5.78992
k99_6266	22.6351	14.9794
k99_6271	36.7436	14.0324
k99_6275	23.6085	8.64636
k99_6279	305.237	302.414
k99_6284	6.42719	0.0
k99_6287	17.8948	18.8418
k99_6292	27.0752	23.7727
k99_6293	37.36	13.6097
k99_6301	27.1845	18.9404
k99_6310	43.6584	13.4804
k99_6312	41.6152	16.4684
k99_6320	162.91	184.561
k99_6335	320.684	352.358
k99_6338	12.0139	1.98131
k99_6346	41.0562	53.4503
k99_6351	176.423	134.003
k99_6352	122.739	114.469
k99_6359	130.495	1742.09
k99_6368	6.90104	1.79415
k99_6379	0.0	37.6064
k99_6386	13.7555	0.254476
k99_6387	0.0	32.3944
k99_6388	39.9072	17.0333
k99_6391	0.34359	43.7484
k99_6396	25.9408	13.6263
k99_6397	9.70942	0.414743
k99_6398	15.4031	0.0
k99_6401	10.8474	0.0
k99_6403	24.8444	10.1073
k99_6408	17.1218	28.3106
k99_6411	14.222	1.04708
k99_6422	21.729	0.22418
k99_6423	173.148	145.439
k99_6425	20.2459	7.19539
k99_6426	0.0	14.9469
k99_6428	201.279	189.263
k99_6437	10.1276	2.26241
k99_6439	33.2447	15.8235
k99_6440	6.89456	0.0
k99_6441	71.8539	44.0612
k99_6442	20.5475	7.25596
k99_6443	10.2082	1.07984
k99_6449	1878.54	489.518
k99_6450	44.542	14.1604
k99_6452	13.2793	1.46903
k99_6455	222.882	228.819
k99_6457	164.343	132.542
k99_6462	61.5692	43.837
k99_6465	21.1664	11.3734
k99_6469	17.0012	3.61444
k99_6473	0.0	39.8533
k99_6474	1928.8	901.194
k99_6480	152.66	162.74
k99_6481	147.091	2185.84
k99_6485	15.4045	4.04035
k99_6486	229.415	181.443
k99_6488	0.0	46.6513
k99_6493	21.5138	11.0121
k99_6498	32.5938	11.3247
k99_6499	25.2581	19.2334
k99_6508	22.1687	7.26347
k99_6511	1249.44	385.084
k99_6513	8.52484	0.903305
k99_6519	42.9318	18.1623
k99_6520	2603.39	1366.85
k99_6530	78.4878	22.9163
k99_6531	43.0231	17.2435
k99_6535	113.636	1790.98
k99_6537	8.58952	1.58452
k99_6540	111.338	565.273
k99_6542	0.0	28.744
k99_6545	66.9501	21.1144
k99_6549	13.4804	1.98178
k99_6552	8.54015	0.299223
k99_6556	8.24043	2.58773
k99_6568	114.815	51.2497
k99_6569	21.0936	14.495
k99_6573	0.0	38.4359
k99_6580	9.6649	7.66457
k99_6581	22.2298	5.40651
k99_6585	9.04603	1.20869
k99_6591	198.571	2653.66
k99_6595	0.0	5.05733
k99_6601	0.0	37.5984
k99_6603	44.6021	48.1974
k99_6604	0.0	9.64387
k99_6606	0.655014	38.2171
k99_6608	504.938	306.4
k99_6612	22.7891	14.6827
k99_6613	11.5584	1.22034
k99_6616	11.6194	0.0
k99_6617	9.26404	0.0
k99_6623	0.3918	35.4145
k99_6625	22.3423	9.84742
k99_6626	16.2859	9.05586
k99_6627	6.55162	4.40206
k99_6629	29.8661	11.9749
k99_6630	8.6304	5.07643
k99_6632	1648.0	674.377
k99_6634	163.323	133.643
k99_6636	77.0392	1527.12
k99_6642	4010.09	1731.0
k99_6649	7.78113	1.60914
k99_6653	41.058	20.6519
k99_6654	4689.09	1895.27
k99_6657	9.146	0.0
k99_6662	0.0	31.1989
k99_6667	0.0	61.1392
k99_6675	3274.41	1362.11
k99_6682	14.361	1.79858
k99_6694	53.1286	17.9679
k99_6699	25.0128	13.0766
k99_6704	93.2961	1743.27
k99_6707	32.9416	15.1609
k99_6710	43.5461	25.181
k99_6715	11.7764	8.37993
k99_6717	34.8553	43.2808
k99_6728	6.58466	0.0
k99_6733	473.083	402.967
k99_6742	134.229	121.193
k99_6758	359.136	297.234
k99_6760	14.7203	6.79453
k99_6764	105.289	100.318
k99_6766	9.56741	2.42078
k99_6771	149.226	118.051
k99_6773	163.886	148.552
k99_6774	0.0	17.7029
k99_6775	165.814	141.342
k99_6784	0.911311	18.8095
k99_6792	5.16644	15.1222
k99_6805	8.37441	1.0364
k99_6806	173.494	2263.95
k99_6811	36.5576	16.1741
k99_6812	11.2383	1.38614
k99_6814	19.9412	8.52117
k99_6815	75.8925	41.8419
k99_6817	10.137	1.37245
k99_6820	0.436347	37.2599
k99_6822	41.0576	19.1932
k99_6823	11.2285	2.2659
k99_6828	40.3656	15.3072
k99_6840	127.553	139.74
k99_6843	41.4604	19.6246
k99_6850	46.4258	26.4675
k99_6852	44.999	35.7124
k99_6853	0.33103	29.887
k99_6854	22.5156	4.63791
k99_6859	38.2748	9.08785
k99_6860	11.4826	1.91084
k99_6866	77.3146	27.1939
k99_6867	9.20204	4.56117
k99_6874	201.806	195.149
k99_6877	134.296	1978.52
k99_6881	126.32	1899.36
k99_6882	0.0	33.371
k99_6884	17.4658	11.547
k99_6902	313.951	284.162
k99_6908	15.3413	15.8932
k99_6928	174.009	154.731
k99_6937	147.036	8.45172
k99_6938	13.6644	1.03398
k99_6940	103.898	93.9819
k99_6944	237.4	185.334
k99_6947	11.8266	1.51631
k99_6952	9.95682	2.10366
k99_6958	154.839	137.122
k99_6964	13.2896	1.2665
k99_6971	30.1652	15.3029
k99_6983	148.15	148.971
k99_6990	15.3618	4.56054
k99_7007	13.6843	7.17328
k99_7010	0.0	32.8188
k99_7014	6.00728	6.81323
k99_7017	11.7096	1.3301
k99_7018	628.731	465.818
k99_7024	576.848	401.896
k99_7033	0.0	40.975
k99_7035	9.16596	1.7946
k99_7053	47.515	870.659
k99_7058	146.968	139.45
k99_7061	9.35545	3.98431
k99_7062	98.0755	58.492
k99_7064	0.0	34.1509
k99_7065	130.531	128.587
k99_7078	82.8966	36.9246
k99_7080	3278.71	1238.74
k99_7089	0.300073	35.7538
k99_7094	23.4572	8.26995
k99_7099	27.1744	9.69046
k99_7100	158.426	2394.65
k99_7105	24.1553	7.98205
k99_7106	1028.74	431.965
k99_7107	3514.78	1273.89
k99_7113	300.268	276.439
k99_7116	31.0026	10.3281
k99_7117	14.6993	1.54095
k99_7118	18.8843	7.51211
k99_7119	0.764302	37.7035
k99_7120	1368.18	611.705
k99_7124	150.27	142.727
k99_7127	147.148	134.51
k99_7129	16.835	11.0538
